,0,1,2,3
0,0.561766386926238,0.5261770362399976,0.538594834096893,0.536230770035386
1,0.27163115778177516,0.32856323264034304,0.20321642848924393,0.5295823465478174
2,0.41406967341229,0.39657873105183367,0.40839618078293854,0.48355611032807605
3,0.26115635565786316,0.21383748201011699,0.32871376189386525,0.46833966856499276
4,0.579026480330315,0.3800823249119435,0.38408218194304244,0.48766012746856024
5,0.0,0.0,0.0,0.0
6,0.3665544918717575,0.13470667194924624,0.23769699344422496,0.0884139815185234
7,0.0,0.0,0.0,0.0
8,0.439014163232283,0.4784024977909339,0.371730027456401,0.6089004174462533
9,0.4462942423054499,0.6127979855943382,0.5546579605959764,0.4650007866160782
10,0.5890957499541754,0.319526791535298,0.4261535492902135,0.2816561837323945
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.4886899543003506,0.48431618867710463,0.7682722405447442,0.3266736030390777
14,0.7119562130500362,0.9151349675669748,0.7994634313677139,0.7425568579824872
15,0.0,0.0,0.0,0.0
